DataHora,VlLow
"2018-06-01 11:47:00",7527.09
"2018-06-01 11:48:00",7531.03
"2018-06-01 11:49:00",7533.10
"2018-06-01 11:50:00",7532.14
"2018-06-01 11:51:00",7499.94
"2018-06-01 11:52:00",7415.33
"2018-06-01 11:53:00",7375.65
"2018-06-01 11:54:00",7397.19
"2018-06-01 11:55:00",7397.40
"2018-06-01 11:56:00",7391.21
"2018-06-01 11:57:00",7398.59
"2018-06-01 11:58:00",7376.11
"2018-06-01 11:59:00",7348.45
"2018-06-01 12:00:00",7350.28
"2018-06-01 12:01:00",7364.80
"2018-06-01 12:02:00",7368.90
"2018-06-01 12:03:00",7377.52
"2018-06-01 12:04:00",7376.32
"2018-06-01 12:05:00",7378.10
"2018-06-01 12:06:00",7378.50
"2018-06-01 12:07:00",7381.25
"2018-06-01 12:08:00",7385.00
"2018-06-01 12:09:00",7393.65
"2018-06-01 12:10:00",7393.65
"2018-06-01 12:11:00",7393.65
"2018-06-01 12:12:00",7390.00
